#time	T_air	Pvap Vit_Vent wind dir	Nebulo	Ray3	P_atm	rain
T       TAIR    PVAP    WINDD   WINDS   CLDC    RAY3    PATM    RAINI
s	degC	hPa	degree	m/s	octa	W/m2	mbar	mm
17974800	20	10	0	2.201	5	160	1012.5000	0
17978400	20	10	0	3.20	5	160	1012.5001	0
17982000	20	10	0	3.90	5	160	1012.5002	0
17985600	20	10	0	3.30	5	160	1012.5003	0
17989200	20	10	0	5.30	5	160	1012.5004	0
17992800	20	10	0	5.30	5	160	1012.5005	0
17996400	20	10	0	4.151	5	160	1012.5006	0
18000000	20	10	0	3.211	5	160	1012.5007	0
18003600	20	10	0	5.181	5	160	1012.5008	0
18007200	20	10	0	0.70	5	160	1012.5009	0
18010800	20	10	0	0.00	5	160	1012.5010	0
18014400	20	10	0	0.00	5	160	1012.5011	0
18018000	20	10	0	0.00	5	160	1012.5012	0
18021600	20	10	0	1.212	5	160	1012.5013	0
18025200	20	10	0	2.172	5	160	1012.5014	0
18028800	20	10	0	1.192	5	160	1012.5015	0
18032400	20	10	0	4.212	5	160	1012.5016	0
18036000	20	10	0	3.80	5	160	1012.5017	0
18039600	20	10	0	3.60	5	160	1012.5018	0
18043200	20	10	0	3.80	5	160	1012.5019	0
18046800	20	10	0	4.172	5	160	1012.5020	0
18050400	20	10	0	3.122	5	160	1012.5021	0
18054000	20	10	0	4.182	5	160	1012.5022	0
18057600	20	10	0	5.00	5	160	1012.5023	0
18061200	20	10	0	5.00	5	160	1012.5024	0
18064800	20	10	0	4.19440	5	160	1012.5025	0
18068400	20	10	0	4.19520	5	160	1012.5026	0
18072000	20	10	0	3.50	5	160	1012.5027	0
18075600	20	10	0	3.30	5	160	1012.5028	0
18079200	20	10	0	3.00	5	160	1012.5029	0
18082800	20	10	0	3.00	5	160	1012.5030	0
18086400	20	10	0	2.60	5	160	1012.5031	0
18090000	20	10	0	2.90	5	160	1012.5032	0
18093600	20	10	0	2.50	5	160	1012.5033	0
18097200	20	10	0	2.50	5	160	1012.5034	0
18100800	20	10	0	3.172	5	160	1012.5035	0
18104400	20	10	0	2.212	5	160	1012.5036	0
18108000	20	10	0	3.30	5	160	1012.5037	0
18111600	20	10	0	3.30	5	160	1012.5038	0
18115200	20	10	0	4.4860	5	160	1012.5039	0
18118800	20	10	0	4.4880	5	160	1012.5040	0
18122400	20	10	0	2.202	5	160	1012.5041	0
18126000	20	10	0	3.20	5	160	1012.5042	0
18129600	20	10	0	3.90	5	160	1012.5043	0
18133200	20	10	0	3.30	5	160	1012.5044	0
18136800	20	10	0	5.30	5	160	1012.5045	0
18140400	20	10	0	5.30	5	160	1012.5046	0
18144000	20	10	0	4.152	5	160	1012.5047	0
18147600	20	10	0	3.212	5	160	1012.5048	0
18151200	20	10	0	5.182	5	160	1012.5049	0
18154800	20	10	0	0.70	5	160	1012.5050	0
18158400	20	10	0	0.00	5	160	1012.5051	0
18162000	20	10	0	0.00	5	160	1012.5052	0
18165600	20	10	0	0.00	5	160	1012.5053	0
18169200	20	10	0	1.213	5	160	1012.5054	0
18172800	20	10	0	2.173	5	160	1012.5055	0
18176400	20	10	0	1.193	5	160	1012.5056	0
18180000	20	10	0	4.213	5	160	1012.5057	0
18183600	20	10	0	3.80	5	160	1012.5058	0
18187200	20	10	0	3.60	5	160	1012.5059	0
18190800	20	10	0	3.80	5	160	1012.5060	0
18194400	20	10	0	4.173	5	160	1012.5061	0
18198000	20	10	0	3.123	5	160	1012.5062	0
18201600	20	10	0	4.183	5	160	1012.5063	0
18205200	20	10	0	5.00	5	160	1012.5064	0
18208800	20	10	0	5.00	5	160	1012.5065	0
18212400	20	10	0	4.19600	5	160	1012.5066	0
18216000	20	10	0	4.19680	5	160	1012.5067	0
18219600	20	10	0	3.50	5	160	1012.5068	0
18223200	20	10	0	3.30	5	160	1012.5069	0
18226800	20	10	0	3.00	5	160	1012.5070	0
18230400	20	10	0	3.00	5	160	1012.5071	0
18234000	20	10	0	2.60	5	160	1012.5072	0
18237600	20	10	0	2.90	5	160	1012.5073	0
18241200	20	10	0	2.50	5	160	1012.5074	0
18244800	20	10	0	2.50	5	160	1012.5075	0
18248400	20	10	0	3.173	5	160	1012.5076	0
18252000	20	10	0	2.213	5	160	1012.5077	0
18255600	20	10	0	3.30	5	160	1012.5078	0
18259200	20	10	0	3.30	5	160	1012.5079	0
18262800	20	10	0	4.4900	5	160	1012.5080	0
18266400	20	10	0	4.4920	5	160	1012.5081	0
18270000	20	10	0	2.203	5	160	1012.5082	0
18273600	20	10	0	3.20	5	160	1012.5083	0
18277200	20	10	0	3.90	5	160	1012.5084	0
18280800	20	10	0	3.30	5	160	1012.5085	0
18284400	20	10	0	5.30	5	160	1012.5086	0
18288000	20	10	0	5.30	5	160	1012.5087	0
18291600	20	10	0	4.153	5	160	1012.5088	0
18295200	20	10	0	3.213	5	160	1012.5089	0
18298800	20	10	0	5.183	5	160	1012.5090	0
18302400	20	10	0	0.70	5	160	1012.5091	0
18306000	20	10	0	0.00	5	160	1012.5092	0
18309600	20	10	0	0.00	5	160	1012.5093	0
18313200	20	10	0	0.00	5	160	1012.5094	0
18316800	20	10	0	1.214	5	160	1012.5095	0
18320400	20	10	0	2.174	5	160	1012.5096	0
18324000	20	10	0	1.194	5	160	1012.5097	0
18327600	20	10	0	4.214	5	160	1012.5098	0
18331200	20	10	0	3.80	5	160	1012.5099	0
18334800	20	10	0	3.60	5	160	1012.5100	0
18338400	20	10	0	3.80	5	160	1012.5101	0
18342000	20	10	0	4.174	5	160	1012.5102	0
18345600	20	10	0	3.124	5	160	1012.5103	0
18349200	20	10	0	4.184	5	160	1012.5104	0
18352800	20	10	0	5.00	5	160	1012.5105	0
18356400	20	10	0	5.00	5	160	1012.5106	0
18360000	20	10	0	4.19760	5	160	1012.5107	0
18363600	20	10	0	4.19840	5	160	1012.5108	0
18367200	20	10	0	3.50	5	160	1012.5109	0
18370800	20	10	0	3.30	5	160	1012.5110	0
18374400	20	10	0	3.00	5	160	1012.5111	0
18378000	20	10	0	3.00	5	160	1012.5112	0
18381600	20	10	0	2.60	5	160	1012.5113	0
18385200	20	10	0	2.90	5	160	1012.5114	0
18388800	20	10	0	2.50	5	160	1012.5115	0
18392400	20	10	0	2.50	5	160	1012.5116	0
18396000	20	10	0	3.174	5	160	1012.5117	0
18399600	20	10	0	2.214	5	160	1012.5118	0
18403200	20	10	0	3.30	5	160	1012.5119	0
18406800	20	10	0	3.30	5	160	1012.5120	0
18410400	20	10	0	4.4940	5	160	1012.5121	0
18414000	20	10	0	4.4960	5	160	1012.5122	0
18417600	20	10	0	2.204	5	160	1012.5123	0
18421200	20	10	0	3.20	5	160	1012.5124	0
18424800	20	10	0	3.90	5	160	1012.5125	0
18428400	20	10	0	3.30	5	160	1012.5126	0
18432000	20	10	0	5.30	5	160	1012.5127	0
18435600	20	10	0	5.30	5	160	1012.5128	0
18439200	20	10	0	4.154	5	160	1012.5129	0
18442800	20	10	0	3.214	5	160	1012.5130	0
18446400	20	10	0	5.184	5	160	1012.5131	0
18450000	20	10	0	0.70	5	160	1012.5132	0
18453600	20	10	0	0.00	5	160	1012.5133	0
18457200	20	10	0	0.00	5	160	1012.5134	0
18460800	20	10	0	0.00	5	160	1012.5135	0
18464400	20	10	0	1.215	5	160	1012.5136	0
18468000	20	10	0	2.175	5	160	1012.5137	0
18471600	20	10	0	1.195	5	160	1012.5138	0
18475200	20	10	0	4.215	5	160	1012.5139	0
18478800	20	10	0	3.80	5	160	1012.5140	0
18482400	20	10	0	3.60	5	160	1012.5141	0
18486000	20	10	0	3.80	5	160	1012.5142	0
18489600	20	10	0	4.175	5	160	1012.5143	0
18493200	20	10	0	3.125	5	160	1012.5144	0
18496800	20	10	0	4.185	5	160	1012.5145	0
18500400	20	10	0	5.00	5	160	1012.5146	0
18504000	20	10	0	5.00	5	160	1012.5147	0
18507600	20	10	0	4.19920	5	160	1012.5148	0
18511200	20	10	0	4.20000	5	160	1012.5149	0
18514800	20	10	0	3.50	5	160	1012.5150	0
18518400	20	10	0	3.30	5	160	1012.5151	0
18522000	20	10	0	3.00	5	160	1012.5152	0
18525600	20	10	0	3.00	5	160	1012.5153	0
18529200	20	10	0	2.60	5	160	1012.5154	0
18532800	20	10	0	2.90	5	160	1012.5155	0
18536400	20	10	0	2.50	5	160	1012.5156	0
18540000	20	10	0	2.50	5	160	1012.5157	0
18543600	20	10	0	3.175	5	160	1012.5158	0
18547200	20	10	0	2.215	5	160	1012.5159	0
18550800	20	10	0	3.30	5	160	1012.5160	0
18554400	20	10	0	3.30	5	160	1012.5161	0
18558000	20	10	0	4.4980	5	160	1012.5162	0
18561600	20	10	0	4.5000	5	160	1012.5163	0
18565200	20	10	0	2.205	5	160	1012.5164	0
18568800	20	10	0	3.20	5	160	1012.5165	0
18572400	20	10	0	3.90	5	160	1012.5166	0
18576000	20	10	0	3.30	5	160	1012.5167	0
18579600	20	10	0	5.30	5	160	1012.5168	0
18583200	20	10	0	5.30	5	160	1012.5169	0
18586800	20	10	0	4.155	5	160	1012.5170	0
18590400	20	10	0	3.215	5	160	1012.5171	0
18594000	20	10	0	5.185	5	160	1012.5172	0
18597600	20	10	0	0.70	5	160	1012.5173	0
18601200	20	10	0	0.00	5	160	1012.5174	0
18604800	20	10	0	0.00	5	160	1012.5175	0
18608400	20	10	0	0.00	5	160	1012.5176	0
18612000	20	10	0	1.216	5	160	1012.5177	0
18615600	20	10	0	2.176	5	160	1012.5178	0
18619200	20	10	0	1.196	5	160	1012.5179	0
18622800	20	10	0	4.216	5	160	1012.5180	0
18626400	20	10	0	3.80	5	160	1012.5181	0
18630000	20	10	0	3.60	5	160	1012.5182	0
18633600	20	10	0	3.80	5	160	1012.5183	0
18637200	20	10	0	4.176	5	160	1012.5184	0
18640800	20	10	0	3.126	5	160	1012.5185	0
18644400	20	10	0	4.186	5	160	1012.5186	0
18648000	20	10	0	5.00	5	160	1012.5187	0
18651600	20	10	0	5.00	5	160	1012.5188	0
18655200	20	10	0	4.20080	5	160	1012.5189	0
18658800	20	10	0	4.20160	5	160	1012.5190	0
18662400	20	10	0	3.50	5	160	1012.5191	0
18666000	20	10	0	3.30	5	160	1012.5192	0
18669600	20	10	0	3.00	5	160	1012.5193	0
18673200	20	10	0	3.00	5	160	1012.5194	0
18676800	20	10	0	2.60	5	160	1012.5195	0
18680400	20	10	0	2.90	5	160	1012.5196	0
18684000	20	10	0	2.50	5	160	1012.5197	0
18687600	20	10	0	2.50	5	160	1012.5198	0
18691200	20	10	0	3.176	5	160	1012.5199	0
18694800	20	10	0	2.216	5	160	1012.5200	0
18698400	20	10	0	3.30	5	160	1012.5201	0
18702000	20	10	0	3.30	5	160	1012.5202	0
18705600	20	10	0	4.5020	5	160	1012.5203	0
18709200	20	10	0	4.5040	5	160	1012.5204	0
18712800	20	10	0	2.206	5	160	1012.5205	0
18716400	20	10	0	3.20	5	160	1012.5206	0
18720000	20	10	0	3.90	5	160	1012.5207	0
18723600	20	10	0	3.30	5	160	1012.5208	0
18727200	20	10	0	5.30	5	160	1012.5209	0
18730800	20	10	0	5.30	5	160	1012.5210	0
18734400	20	10	0	4.156	5	160	1012.5211	0
18738000	20	10	0	3.216	5	160	1012.5212	0
18741600	20	10	0	5.186	5	160	1012.5213	0
18745200	20	10	0	0.70	5	160	1012.5214	0
18748800	20	10	0	0.00	5	160	1012.5215	0
18752400	20	10	0	0.00	5	160	1012.5216	0
18756000	20	10	0	0.00	5	160	1012.5217	0
18759600	20	10	0	1.217	5	160	1012.5218	0
18763200	20	10	0	2.177	5	160	1012.5219	0
18766800	20	10	0	1.197	5	160	1012.5220	0
18770400	20	10	0	4.217	5	160	1012.5221	0
18774000	20	10	0	3.80	5	160	1012.5222	0
18777600	20	10	0	3.60	5	160	1012.5223	0
18781200	20	10	0	3.80	5	160	1012.5224	0
18784800	20	10	0	4.177	5	160	1012.5225	0
18788400	20	10	0	3.127	5	160	1012.5226	0
18792000	20	10	0	4.187	5	160	1012.5227	0
18795600	20	10	0	5.00	5	160	1012.5228	0
18799200	20	10	0	5.00	5	160	1012.5229	0
18802800	20	10	0	4.20240	5	160	1012.5230	0
18806400	20	10	0	4.20320	5	160	1012.5231	0
18810000	20	10	0	3.50	5	160	1012.5232	0
18813600	20	10	0	3.30	5	160	1012.5233	0
18817200	20	10	0	3.00	5	160	1012.5234	0
18820800	20	10	0	3.00	5	160	1012.5235	0
18824400	20	10	0	2.60	5	160	1012.5236	0
18828000	20	10	0	2.90	5	160	1012.5237	0
18831600	20	10	0	2.50	5	160	1012.5238	0
18835200	20	10	0	2.50	5	160	1012.5239	0
18838800	20	10	0	3.177	5	160	1012.5240	0
18842400	20	10	0	2.217	5	160	1012.5241	0
18846000	20	10	0	3.30	5	160	1012.5242	0
18849600	20	10	0	3.30	5	160	1012.5243	0
18853200	20	10	0	4.5060	5	160	1012.5244	0
18856800	20	10	0	4.5080	5	160	1012.5245	0
18860400	20	10	0	2.207	5	160	1012.5246	0
18864000	20	10	0	3.20	5	160	1012.5247	0
18867600	20	10	0	3.90	5	160	1012.5248	0
18871200	20	10	0	3.30	5	160	1012.5249	0
18874800	20	10	0	5.30	5	160	1012.5250	0
18878400	20	10	0	5.30	5	160	1012.5251	0
18882000	20	10	0	4.157	5	160	1012.5252	0
18885600	20	10	0	3.217	5	160	1012.5253	0
18889200	20	10	0	5.187	5	160	1012.5254	0
18892800	20	10	0	0.70	5	160	1012.5255	0
18896400	20	10	0	0.00	5	160	1012.5256	0
18900000	20	10	0	0.00	5	160	1012.5257	0
18903600	20	10	0	0.00	5	160	1012.5258	0
18907200	20	10	0	1.218	5	160	1012.5259	0
18910800	20	10	0	2.178	5	160	1012.5260	0
18914400	20	10	0	1.198	5	160	1012.5261	0
18918000	20	10	0	4.218	5	160	1012.5262	0
18921600	20	10	0	3.80	5	160	1012.5263	0
18925200	20	10	0	3.60	5	160	1012.5264	0
18928800	20	10	0	3.80	5	160	1012.5265	0
18932400	20	10	0	4.178	5	160	1012.5266	0
18936000	20	10	0	3.128	5	160	1012.5267	0
18939600	20	10	0	4.188	5	160	1012.5268	0
18943200	20	10	0	5.00	5	160	1012.5269	0
18946800	20	10	0	5.00	5	160	1012.5270	0
18950400	20	10	0	4.20400	5	160	1012.5271	0
18954000	20	10	0	4.20480	5	160	1012.5272	0
18957600	20	10	0	3.50	5	160	1012.5273	0
18961200	20	10	0	3.30	5	160	1012.5274	0
18964800	20	10	0	3.00	5	160	1012.5275	0
18968400	20	10	0	3.00	5	160	1012.5276	0
18972000	20	10	0	2.60	5	160	1012.5277	0
18975600	20	10	0	2.90	5	160	1012.5278	0
18979200	20	10	0	2.50	5	160	1012.5279	0
18982800	20	10	0	2.50	5	160	1012.5280	0
18986400	20	10	0	3.178	5	160	1012.5281	0
18990000	20	10	0	2.218	5	160	1012.5282	0
18993600	20	10	0	3.30	5	160	1012.5283	0
18997200	20	10	0	3.30	5	160	1012.5284	0
19000800	20	10	0	4.5100	5	160	1012.5285	0
19004400	20	10	0	4.5120	5	160	1012.5286	0
19008000	20	10	0	2.208	5	160	1012.5287	0
19011600	20	10	0	3.20	5	160	1012.5288	0
19015200	20	10	0	3.90	5	160	1012.5289	0
19018800	20	10	0	3.30	5	160	1012.5290	0
19022400	20	10	0	5.30	5	160	1012.5291	0
19026000	20	10	0	5.30	5	160	1012.5292	0
19029600	20	10	0	4.158	5	160	1012.5293	0
19033200	20	10	0	3.218	5	160	1012.5294	0
19036800	20	10	0	5.188	5	160	1012.5295	0
19040400	20	10	0	0.70	5	160	1012.5296	0
19044000	20	10	0	0.00	5	160	1012.5297	0
19047600	20	10	0	0.00	5	160	1012.5298	0
19051200	20	10	0	0.00	5	160	1012.5299	0
19054800	20	10	0	1.219	5	160	1012.5300	0
19058400	20	10	0	2.179	5	160	1012.5301	0
19062000	20	10	0	1.199	5	160	1012.5302	0
19065600	20	10	0	4.219	5	160	1012.5303	0
19069200	20	10	0	3.80	5	160	1012.5304	0
19072800	20	10	0	3.60	5	160	1012.5305	0
19076400	20	10	0	3.80	5	160	1012.5306	0
19080000	20	10	0	4.179	5	160	1012.5307	0
19083600	20	10	0	3.129	5	160	1012.5308	0
19087200	20	10	0	4.189	5	160	1012.5309	0
19090800	20	10	0	5.00	5	160	1012.5310	0
19094400	20	10	0	5.00	5	160	1012.5311	0
19098000	20	10	0	4.20560	5	160	1012.5312	0
19101600	20	10	0	4.20640	5	160	1012.5313	0
19105200	20	10	0	3.50	5	160	1012.5314	0
19108800	20	10	0	3.30	5	160	1012.5315	0
19112400	20	10	0	3.00	5	160	1012.5316	0
19116000	20	10	0	3.00	5	160	1012.5317	0
19119600	20	10	0	2.60	5	160	1012.5318	0
19123200	20	10	0	2.90	5	160	1012.5319	0
19126800	20	10	0	2.50	5	160	1012.5320	0
19130400	20	10	0	2.50	5	160	1012.5321	0
19134000	20	10	0	3.179	5	160	1012.5322	0
19137600	20	10	0	2.219	5	160	1012.5323	0
19141200	20	10	0	3.30	5	160	1012.5324	0
19144800	20	10	0	3.30	5	160	1012.5325	0
19148400	20	10	0	4.5140	5	160	1012.5326	0
19152000	20	10	0	4.5160	5	160	1012.5327	0
19155600	20	10	0	2.209	5	160	1012.5328	0
19159200	20	10	0	3.20	5	160	1012.5329	0
19162800	20	10	0	3.90	5	160	1012.5330	0
19166400	20	10	0	3.30	5	160	1012.5331	0
19170000	20	10	0	5.30	5	160	1012.5332	0
19173600	20	10	0	5.30	5	160	1012.5333	0
19177200	20	10	0	4.159	5	160	1012.5334	0
19180800	20	10	0	3.219	5	160	1012.5335	0
19184400	20	10	0	5.189	5	160	1012.5336	0
19188000	20	10	0	0.70	5	160	1012.5337	0
19191600	20	10	0	0.00	5	160	1012.5338	0
19195200	20	10	0	0.00	5	160	1012.5339	0
19198800	20	10	0	0.00	5	160	1012.5340	0
19202400	20	10	0	1.220	5	160	1012.5341	0
19206000	20	10	0	2.180	5	160	1012.5342	0
19209600	20	10	0	1.200	5	160	1012.5343	0
19213200	20	10	0	4.220	5	160	1012.5344	0
19216800	20	10	0	3.80	5	160	1012.5345	0
19220400	20	10	0	3.60	5	160	1012.5346	0
19224000	20	10	0	3.80	5	160	1012.5347	0
19227600	20	10	0	4.180	5	160	1012.5348	0
19231200	20	10	0	3.130	5	160	1012.5349	0
19234800	20	10	0	4.190	5	160	1012.5350	0
19238400	20	10	0	5.00	5	160	1012.5351	0
19242000	20	10	0	5.00	5	160	1012.5352	0
19245600	20	10	0	4.20720	5	160	1012.5353	0
19249200	20	10	0	4.20800	5	160	1012.5354	0
19252800	20	10	0	3.50	5	160	1012.5355	0
19256400	20	10	0	3.30	5	160	1012.5356	0
19260000	20	10	0	3.00	5	160	1012.5357	0
19263600	20	10	0	3.00	5	160	1012.5358	0
19267200	20	10	0	2.60	5	160	1012.5359	0
19270800	20	10	0	2.90	5	160	1012.5360	0
19274400	20	10	0	2.50	5	160	1012.5361	0
19278000	20	10	0	2.50	5	160	1012.5362	0
19281600	20	10	0	3.180	5	160	1012.5363	0
19285200	20	10	0	2.220	5	160	1012.5364	0
19288800	20	10	0	3.30	5	160	1012.5365	0
19292400	20	10	0	3.30	5	160	1012.5366	0
19296000	20	10	0	4.5180	5	160	1012.5367	0
19299600	20	10	0	4.5200	5	160	1012.5368	0
19303200	20	10	0	2.210	5	160	1012.5369	0
19306800	20	10	0	3.20	5	160	1012.5370	0
19310400	20	10	0	3.90	5	160	1012.5371	0
19314000	20	10	0	3.30	5	160	1012.5372	0
19317600	20	10	0	5.30	5	160	1012.5373	0
19321200	20	10	0	5.30	5	160	1012.5374	0
19324800	20	10	0	4.160	5	160	1012.5375	0
19328400	20	10	0	3.220	5	160	1012.5376	0
19332000	20	10	0	5.190	5	160	1012.5377	0
19335600	20	10	0	0.70	5	160	1012.5378	0
19339200	20	10	0	0.00	5	160	1012.5379	0
19342800	20	10	0	0.00	5	160	1012.5380	0
19346400	20	10	0	0.00	5	160	1012.5381	0
19350000	20	10	0	1.221	5	160	1012.5382	0
19353600	20	10	0	2.181	5	160	1012.5383	0
19357200	20	10	0	1.201	5	160	1012.5384	0
19360800	20	10	0	4.221	5	160	1012.5385	0
19364400	20	10	0	3.80	5	160	1012.5386	0
19368000	20	10	0	3.60	5	160	1012.5387	0
19371600	20	10	0	3.80	5	160	1012.5388	0
19375200	20	10	0	4.181	5	160	1012.5389	0
19378800	20	10	0	3.131	5	160	1012.5390	0
19382400	20	10	0	4.191	5	160	1012.5391	0
19386000	20	10	0	5.00	5	160	1012.5392	0
19389600	20	10	0	5.00	5	160	1012.5393	0
19393200	20	10	0	4.20880	5	160	1012.5394	0
19396800	20	10	0	4.20960	5	160	1012.5395	0
19400400	20	10	0	3.50	5	160	1012.5396	0
19404000	20	10	0	3.30	5	160	1012.5397	0
19407600	20	10	0	3.00	5	160	1012.5398	0
19411200	20	10	0	3.00	5	160	1012.5399	0
19414800	20	10	0	2.60	5	160	1012.5400	0
19418400	20	10	0	2.90	5	160	1012.5401	0
19422000	20	10	0	2.50	5	160	1012.5402	0
19425600	20	10	0	2.50	5	160	1012.5403	0
19429200	20	10	0	3.181	5	160	1012.5404	0
19432800	20	10	0	2.221	5	160	1012.5405	0
19436400	20	10	0	3.30	5	160	1012.5406	0
19440000	20	10	0	3.30	5	160	1012.5407	0
19443600	20	10	0	4.5220	5	160	1012.5408	0
19447200	20	10	0	4.5240	5	160	1012.5409	0
19450800	20	10	0	2.211	5	160	1012.5410	0
19454400	20	10	0	3.20	5	160	1012.5411	0
19458000	20	10	0	3.90	5	160	1012.5412	0
19461600	20	10	0	3.30	5	160	1012.5413	0
19465200	20	10	0	5.30	5	160	1012.5414	0
19468800	20	10	0	5.30	5	160	1012.5415	0
19472400	20	10	0	4.161	5	160	1012.5416	0
19476000	20	10	0	3.221	5	160	1012.5417	0
19479600	20	10	0	5.191	5	160	1012.5418	0
19483200	20	10	0	0.70	5	160	1012.5419	0
19486800	20	10	0	0.00	5	160	1012.5420	0
19490400	20	10	0	0.00	5	160	1012.5421	0
19494000	20	10	0	0.00	5	160	1012.5422	0
19497600	20	10	0	1.222	5	160	1012.5423	0
19501200	20	10	0	2.182	5	160	1012.5424	0
19504800	20	10	0	1.202	5	160	1012.5425	0
19508400	20	10	0	4.222	5	160	1012.5426	0
19512000	20	10	0	3.80	5	160	1012.5427	0
19515600	20	10	0	3.60	5	160	1012.5428	0
19519200	20	10	0	3.80	5	160	1012.5429	0
19522800	20	10	0	4.182	5	160	1012.5430	0
19526400	20	10	0	3.132	5	160	1012.5431	0
19530000	20	10	0	4.192	5	160	1012.5432	0
19533600	20	10	0	5.00	5	160	1012.5433	0
19537200	20	10	0	5.00	5	160	1012.5434	0
19540800	20	10	0	4.21040	5	160	1012.5435	0
19544400	20	10	0	4.21120	5	160	1012.5436	0
19548000	20	10	0	3.50	5	160	1012.5437	0
19551600	20	10	0	3.30	5	160	1012.5438	0
19555200	20	10	0	3.00	5	160	1012.5439	0
19558800	20	10	0	3.00	5	160	1012.5440	0
19562400	20	10	0	2.60	5	160	1012.5441	0
19566000	20	10	0	2.90	5	160	1012.5442	0
19569600	20	10	0	2.50	5	160	1012.5443	0
19573200	20	10	0	2.50	5	160	1012.5444	0
19576800	20	10	0	3.182	5	160	1012.5445	0
19580400	20	10	0	2.222	5	160	1012.5446	0
19584000	20	10	0	3.30	5	160	1012.5447	0
19587600	20	10	0	3.30	5	160	1012.5448	0
19591200	20	10	0	4.5260	5	160	1012.5449	0
19594800	20	10	0	4.5280	5	160	1012.5450	0
19598400	20	10	0	2.212	5	160	1012.5451	0
19602000	20	10	0	3.20	5	160	1012.5452	0
19605600	20	10	0	3.90	5	160	1012.5453	0
19609200	20	10	0	3.30	5	160	1012.5454	0
19612800	20	10	0	5.30	5	160	1012.5455	0
19616400	20	10	0	5.30	5	160	1012.5456	0
19620000	20	10	0	4.162	5	160	1012.5457	0
19623600	20	10	0	3.222	5	160	1012.5458	0
19627200	20	10	0	5.192	5	160	1012.5459	0
19630800	20	10	0	0.70	5	160	1012.5460	0
19634400	20	10	0	0.00	5	160	1012.5461	0
19638000	20	10	0	0.00	5	160	1012.5462	0
19641600	20	10	0	0.00	5	160	1012.5463	0
19645200	20	10	0	1.223	5	160	1012.5464	0
19648800	20	10	0	2.183	5	160	1012.5465	0
19652400	20	10	0	1.203	5	160	1012.5466	0
19656000	20	10	0	4.223	5	160	1012.5467	0
19659600	20	10	0	3.80	5	160	1012.5468	0
19663200	20	10	0	3.60	5	160	1012.5469	0
19666800	20	10	0	3.80	5	160	1012.5470	0
19670400	20	10	0	4.183	5	160	1012.5471	0
19674000	20	10	0	3.133	5	160	1012.5472	0
19677600	20	10	0	4.193	5	160	1012.5473	0
19681200	20	10	0	5.00	5	160	1012.5474	0
19684800	20	10	0	5.00	5	160	1012.5475	0
19688400	20	10	0	4.21200	5	160	1012.5476	0
19692000	20	10	0	4.21280	5	160	1012.5477	0
19695600	20	10	0	3.50	5	160	1012.5478	0
19699200	20	10	0	3.30	5	160	1012.5479	0
19702800	20	10	0	3.00	5	160	1012.5480	0
19706400	20	10	0	3.00	5	160	1012.5481	0
19710000	20	10	0	2.60	5	160	1012.5482	0
19713600	20	10	0	2.90	5	160	1012.5483	0
19717200	20	10	0	2.50	5	160	1012.5484	0
19720800	20	10	0	2.50	5	160	1012.5485	0
19724400	20	10	0	3.183	5	160	1012.5486	0
19728000	20	10	0	2.223	5	160	1012.5487	0
19731600	20	10	0	3.30	5	160	1012.5488	0
19735200	20	10	0	3.30	5	160	1012.5489	0
19738800	20	10	0	4.5300	5	160	1012.5490	0
19742400	20	10	0	4.5320	5	160	1012.5491	0
19746000	20	10	0	2.213	5	160	1012.5492	0
19749600	20	10	0	3.20	5	160	1012.5493	0
19753200	20	10	0	3.90	5	160	1012.5494	0
19756800	20	10	0	3.30	5	160	1012.5495	0
19760400	20	10	0	5.30	5	160	1012.5496	0
19764000	20	10	0	5.30	5	160	1012.5497	0
19767600	20	10	0	4.163	5	160	1012.5498	0
19771200	20	10	0	3.223	5	160	1012.5499	0
19774800	20	10	0	5.193	5	160	1012.5500	0
19778400	20	10	0	0.70	5	160	1012.5501	0
19782000	20	10	0	0.00	5	160	1012.5502	0
19785600	20	10	0	0.00	5	160	1012.5503	0
19789200	20	10	0	0.00	5	160	1012.5504	0
19792800	20	10	0	1.224	5	160	1012.5505	0
19796400	20	10	0	2.184	5	160	1012.5506	0
19800000	20	10	0	1.204	5	160	1012.5507	0
19803600	20	10	0	4.224	5	160	1012.5508	0
19807200	20	10	0	3.80	5	160	1012.5509	0
19810800	20	10	0	3.60	5	160	1012.5510	0
19814400	20	10	0	3.80	5	160	1012.5511	0
19818000	20	10	0	4.184	5	160	1012.5512	0
19821600	20	10	0	3.134	5	160	1012.5513	0
19825200	20	10	0	4.194	5	160	1012.5514	0
19828800	20	10	0	5.00	5	160	1012.5515	0
19832400	20	10	0	5.00	5	160	1012.5516	0
19836000	20	10	0	4.21360	5	160	1012.5517	0
19839600	20	10	0	4.21440	5	160	1012.5518	0
19843200	20	10	0	3.50	5	160	1012.5519	0
19846800	20	10	0	3.30	5	160	1012.5520	0
19850400	20	10	0	3.00	5	160	1012.5521	0
19854000	20	10	0	3.00	5	160	1012.5522	0
19857600	20	10	0	2.60	5	160	1012.5523	0
19861200	20	10	0	2.90	5	160	1012.5524	0
19864800	20	10	0	2.50	5	160	1012.5525	0
19868400	20	10	0	2.50	5	160	1012.5526	0
19872000	20	10	0	3.184	5	160	1012.5527	0
19875600	20	10	0	2.224	5	160	1012.5528	0
19879200	20	10	0	3.30	5	160	1012.5529	0
19882800	20	10	0	3.30	5	160	1012.5530	0
19886400	20	10	0	4.5340	5	160	1012.5531	0
